VID,Company
03F0_7804,DESKJET D1360
03F0_7817,COLOR LASERJET CP3505
03F0_7917,LASERJET M5025 MFP
03F0_7A02,PHOTOSMART M415 (PTP MODE)
03F0_7A04,DESKJET D2460
03F0_7A11,PHOTOSMART B109
03F0_7A17,LASERJET M3027 MFP
03F0_7B02,PHOTOSMART M23 (PTP MODE)
03F0_7B17,COLOR LASERJET CP4005
03F0_7C17,COLOR LASERJET CM6040 SERIES
03F0_7D04,DESKJET F2100 PRINTER SERIES
03F0_7D17,COLOR LASERJET CM4730 MFP
03F0_7E04,DESKJET F4100 PRINTER SERIES
03F0_8017,LASERJET P4515
03F0_8104,PRINTING SUPPORT
03F0_8117,LASERJET P4015
03F0_811C,ETHERNET HN210E
03F0_8204,PRINTING SUPPORT
03F0_8207,FHA-3510 2.4GHZ WIRELESS OPTICAL MOBILE MOUSE
03F0_8217,LASERJET P4014
03F0_8317,LASERJET M9050 MFP
03F0_8404,DESKJET 6800 SERIES
03F0_8417,LASERJET M9040 MFP
03F0_8504,DESKJET 6600 SERIES
03F0_8604,DESKJET 5440
03F0_8607,OPTICAL MOBILE MOUSE
03F0_8704,DESKJET 5940
03F0_8711,DESKJET 2050 J510
03F0_8804,DESKJET 6980 SERIES
03F0_8904,DESKJET 6940 SERIES
03F0_8911,DESKJET 1050 J410
03F0_8C07,DIGITAL STEREO HEADSET
03F0_8C11,DESKJET F4500 SERIES
03F0_9002,PHOTOSMART M437
03F0_9102,PHOTOSMART M537
03F0_9207,HD-4110 WEBCAM
03F0_9302,PHOTOSMART R930 SERIES
03F0_9402,PHOTOSMART R837
03F0_942A,LASERJET PRO M12A
03F0_9502,PHOTOSMART R840 SERIES
03F0_952A,LASERJET PRO M12W
03F0_9602,PHOTOSMART M730 SERIES
03F0_9702,PHOTOSMART R740 SERIES
03F0_9802,PHOTOSMART MZ60 SERIES
03F0_9902,PHOTOSMART M630 SERIES
03F0_9A02,PHOTOSMART E330 SERIES
03F0_9B02,PHOTOSMART M540 SERIES
03F0_9B07,PORTABLE DRIVE
03F0_9C02,PHOTOSMART M440 SERIES
03F0_A004,DESKJET 5850C
03F0_A011,DESKJET 3050A
03F0_A407,WIRELESS OPTICAL COMFORT MOUSE
03F0_B002,PHOTOSMART 7200 SERIES
03F0_B102,PHOTOSMART 7200 SERIES
03F0_B107,V255W/C310W FLASH DRIVE
03F0_B116,WEBCAM
03F0_B202,PHOTOSMART 7600 SERIES
03F0_B302,PHOTOSMART 7600 SERIES
03F0_B402,PHOTOSMART 7700 SERIES
03F0_B502,PHOTOSMART 7700 SERIES
03F0_B602,PHOTOSMART 7900 SERIES
03F0_B702,PHOTOSMART 7900 SERIES
03F0_B802,PHOTOSMART 7400 SERIES
03F0_B902,PHOTOSMART 7800 SERIES
03F0_BA02,PHOTOSMART 8100 SERIES
03F0_BB02,PHOTOSMART 8400 SERIES
03F0_BC02,PHOTOSMART 8700 SERIES
03F0_BC11,PHOTOSMART 7520 SERIES
03F0_BD02,PHOTOSMART PRO B9100 SERIES
03F0_BEF4,NEC PICTY760
03F0_C002,PHOTOSMART 7800 SERIES
03F0_C102,PHOTOSMART 8000 SERIES
03F0_C111,DESKJET 1510
03F0_C202,PHOTOSMART 8200 SERIES
03F0_C211,DESKJET 2540 SERIES
03F0_C302,DESKJET D2300
03F0_C402,PHOTOSMART D5100 SERIES
03F0_C502,PHOTOSMART D6100 SERIES
03F0_C602,PHOTOSMART D7100 SERIES
03F0_C702,PHOTOSMART D7300 SERIES
03F0_C802,PHOTOSMART D5060 PRINTER
03F0_D104,BLUETOOTH DONGLE
03F0_D507,39GII [NW249AA]
03F0_EFBE,NEC PICTY900
03F0_F0BE,NEC PICTY920
03F0_F1BE,NEC PICTY800
03F1,GENOA TECHNOLOGY
03F2,OAK TECHNOLOGY INC.
03F3,ADAPTEC INC.
03F3_0020,AWN-8020 WLAN [INTERSIL PRISM 2.5]
03F3_0080,AVC-1100 AUDIO CAPTURE
03F3_0083,AVC-2200 DEVICE
03F3_0087,AVC-2210 LOADER
03F3_0088,AVC-2210 DEVICE
03F3_008B,AVC-2310 LOADER
03F3_008C,AVC-2310 DEVICE
03F3_0094,EHOME INFRARED RECEIVER
03F3_009B,AVC-1410 GAMEBRIDGE TV NTSC
03F3_2000,USBXCHANGE FIRMWARE LOADER
03F3_2001,USBXCHANGE ADAPTER
03F3_2002,USB2-XCHANGE FIRMWARE LOADER
03F3_2003,USB2-XCHANGE ADAPTER
03F3_4000,4-PORT HUB
03F3_ADCC,COMPOSITE DEVICE SUPPORT
03F4,DIEBOLD INC.
03F5,SIEMENS ELECTROMECHANICAL
03F8,EPSON IMAGING TECHNOLOGY CENTER
03F9,KEYTRONIC CORP.
03F9_0100,KT-2001 KEYBOARD
03F9_0101,KEYBOARD
03F9_0102,KEYBOARD MOUSE
03FB,OPTI INC.
03FC,ELITEGROUP COMPUTER SYSTEMS
03FD,XILINX INC.
03FD_0008,PLATFORM CABLE USB II
03FD_0050,DFU DOWNLOADER
03FE,FARALLON COMUNICATIONS
0400,NATIONAL SEMICONDUCTOR CORP.
0400_05DC,RIGOL TECHNOLOGIES DS1000USB OSCILLOSCOPE
0400_0807,BLUETOOTH DONGLE
0400_080A,BLUETOOTH DEVICE
0400_09C4,RIGOL TECHNOLOGIES DG1022 ARBITRARY WAVEFORM GENERATOR
0400_1000,MUSTEK BEARPAW 1200 SCANNER
0400_1001,MUSTEK BEARPAW 2400 SCANNER
0400_1237,HUB
0400_A000,SMART DISPLAY REFERENCE DEVICE
0400_C359,LOGITECH HARMONY
0400_C35B,PRINTING SUPPORT
0400_C55D,RIGOL TECHNOLOGIES DS5000USB OSCILLOSCOPE
0401,NATIONAL REGISTRY INC.
0402,ALI CORP.
0402_5462,M5462 IDE CONTROLLER
0402_5602,M5602 VIDEO CAMERA CONTROLLER
0402_5603,M5603 VIDEO CAMERA CONTROLLER
0402_5606,M5606 VIDEO CAMERA CONTROLLER [UVC]
0402_5621,M5621 HIGH-SPEED IDE CONTROLLER
0402_5623,M5623 SCANNER CONTROLLER
0402_5627,WELLAND ME-740PS USB2 3.5" POWER SAVING ENCLOSURE
0402_5632,M5632 HOST-TO-HOST LINK
0402_5635,M5635 FLASH CARD READER
0402_5636,USB 2.0 STORAGE DEVICE
0402_5637,M5637 IDE CONTROLLER
0402_5642,STORAGE DEVICE
0402_5661,M5661 MP3 PLAYER
0402_5667,M5667 MP3 PLAYER
0402_8841,NEWMINE CAMERA
0402_9665,GATEWAY WEBCAM
0403,FUTURE TECHNOLOGY DEVICES INTERNATIONAL LTD
0403_0000,H4SMK 7 PORT HUB / BRICKED COUNTERFEIT FT232 SERIAL (UART) IC
0403_0232,SERIAL CONVERTER
0403_1060,JTAG ADAPTER
0403_1234,IRONLOGIC RFID ADAPTER [Z-2 USB]
0403_1235,IRON LOGIC Z-397 RS-485/422 CONVERTER
0403_6001,FT232 SERIAL (UART) IC
0403_6002,LUMEL PD12
0403_6007,SERIAL CONVERTER
0403_6008,SERIAL CONVERTER
0403_6009,SERIAL CONVERTER
0403_6010,FT2232C/D/H DUAL UART/FIFO IC
0403_6011,FT4232H QUAD HS USB-UART/FIFO IC
0403_6014,FT232H SINGLE HS USB-UART/FIFO IC
0403_6015,BRIDGE(I2C/SPI/UART/FIFO)
0403_601E,FT600 16-BIT FIFO IC
0403_601F,FT601 32-BIT FIFO IC
0403_6EE0,EZO CARRIER BOARD
0403_6F70,HB-RF-USB
0403_7150,FT2232X WIRED FOR MPSSE+UART
0403_7151,FT2232X WIRED FOR MPSSE+UART
0403_7152,FREECALYPSO DUAL UART WITH BOOT CONTROL
0403_7BE8,FT232R
0403_8028,DEV BOARD JTAG (FT232H BASED)
0403_8040,4 PORT HUB
0403_8070,7 PORT HUB
0403_8140,VEHICLE EXPLORER INTERFACE
0403_8210,MGTIMER - MGCC (VIC) TIMING SYSTEM
0403_8348,FT232BM [SIENNA SERIAL INTERFACE]
0403_8370,7 PORT HUB
0403_8371,PS/2 KEYBOARD AND MOUSE
0403_8372,FT8U100AX SERIAL PORT
0403_8508,SELECTRONIC SP PRO
0403_87D0,CRESSI DIVE COMPUTER INTERFACE
0403_8A28,RAINFOREST AUTOMATION ZIGBEE CONTROLLER
0403_8A98,TIAO MULTI-PROTOCOL ADAPTER
0403_8B28,ALPERMANN+VELTE TCI70
0403_8B29,ALPERMANN+VELTE TC60 CLS
0403_8B2A,ALPERMANN+VELTE RUBIDIUM Q1
0403_8B2B,ALPERMANN+VELTE TCD
0403_8B2C,ALPERMANN+VELTE TCC70
0403_9090,SNAP STICK 200
0403_9132,LCD AND TEMPERATURE INTERFACE
0403_9133,CALLERID
0403_9134,VIRTUAL KEYBOARD
0403_9135,ROTARY PUB ALARM
0403_9136,PULSECOUNTER
0403_9137,LEDBUTTON INTERFACE
0403_9E90,MARVELL OPENRD BASE/CLIENT
0403_9F08,CIB-1894 CONCLUSION SMARTLINK BOX:
0403_9F80,EWERT ENERGY SYSTEMS CANDAPTER
0403_A6D0,TEXAS INSTRUMENTS XDS100V2 JTAG / BEAGLEBONE A3
0403_A951,HCP HIT GSM/GPRS MODEM [CINTERION MC55I]
0403_A9A0,FT2232D - DUAL UART/FIFO IC - FTDI
0403_ABB8,LEGO MINDSTORMS NXTCAM
0403_B0C0,MICROSENSYS RFID DEVICE
0403_B0C1,MICROSENSYS RFID DEVICE
0403_B0C2,IID CONTACTLESS RFID DEVICE
0403_B0C3,IID CONTACTLESS RFID DEVICE
0403_B0C4,RFID DEVICE
0403_B0C5,RFID DEVICE
0403_B810,US INTERFACE NAVIGATOR (CAT AND 2ND PTT LINES)
0403_B811,US INTERFACE NAVIGATOR (WKEY AND FSK LINES)
0403_B812,US INTERFACE NAVIGATOR (RS232 AND CONFIG LINES)
0403_B9B0,FUJITSU SK-16FX-100PMC V1.1
0403_BAF8,AMONTEC JTAGKEY
0403_BCD8,STELLARIS DEVELOPMENT BOARD
0403_BCD9,STELLARIS EVALUATION BOARD
0403_BCDA,STELLARIS ICDI BOARD
0403_BD90,PICAXE DOWNLOAD CABLE [AXE027]
0403_BDC8,EGNITE GMBH - JTAG/RS-232 ADAPTER
0403_BFD8,OPENDCC
0403_BFD9,OPENDCC (SNIFFER)
0403_BFDA,OPENDCC (THROTTLE)
0403_BFDB,OPENDCC (GATEWAY)
0403_BFDC,OPENDCC (GBM)
0403_C580,HID UNIKEY DONGLE [F-RESPONSE]
0403_C630,LCD2USB INTERFACE
0403_C631,I2C-TINY-USB INTERFACE
0403_C632,XU1541 C64 FLOPPY DRIVE INTERFACE
0403_C633,TINYCRYPT DONGLE
0403_C634,GLCD2USB INTERFACE
0403_C7D0,RR-CIRKITS LOCOBUFFER-USB
0403_C8B8,ALPERMANN+VELTE MTD TCU
0403_C8B9,ALPERMANN+VELTE MTD TCU 1HE
0403_C8BA,ALPERMANN+VELTE RUBIDIUM H1
0403_C8BB,ALPERMANN+VELTE RUBIDIUM H3
0403_C8BC,ALPERMANN+VELTE RUBIDIUM S1
0403_C8BD,ALPERMANN+VELTE RUBIDIUM T1
0403_C8BE,ALPERMANN+VELTE RUBIDIUM D1
0403_C8BF,ALPERMANN+VELTE TC60 RLV
0403_CC48,TACTRIX OPENPORT 1.3 MITSUBISHI
0403_CC49,TACTRIX OPENPORT 1.3 SUBARU
0403_CC4A,TACTRIX OPENPORT 1.3 UNIVERSAL
0403_CFF8,AMONTEC JTAGKEY
0403_D010,SCS PTC-IIUSB
0403_D011,SCS POSITION-TRACKER/TNC
0403_D012,SCS DRAGON 1
0403_D013,SCS DRAGON 1
0403_D388,XSENS CONVERTER
0403_D389,XSENS WIRELESS RECEIVER
0403_D38A,XSENS SERIAL CONVERTER
0403_D38B,XSENS SERIAL CONVERTER
0403_D38C,XSENS WIRELESS RECEIVER
0403_D38D,XSENS AWINDA STATION
0403_D38E,XSENS SERIAL CONVERTER
0403_D38F,XSENS SERIAL CONVERTER
0403_D491,ZOLIX OMNI 1509 MONOCHROMATOR
0403_D578,ACCESIO USB-COM-4SM
0403_D678,GAMMASCOUT
0403_D6F8,UNI BLACK BOX
0403_D738,PROPOX JTAGCABLE II
0403_D739,PROPOX ISPCABLE III
0403_D9A9,ACTISENSE USG-1 NMEA SERIAL GATEWAY
0403_D9AA,ACTISENSE NGT-1 NMEA2000 PC INTERFACE
0403_D9AB,ACTISENSE NGT-1 NMEA2000 GATEWAY
0403_DAF4,QUNDIS SERIAL INFRARED HEAD
0403_E0D0,TOTAL PHASE AARDVARK I2C/SPI HOST ADAPTER
0403_E518,IBR IMB-USB
0403_E521,EVER SINLINE XL SERIES UPS
0403_E6C8,PYRAMID COMPUTER GMBH LCD
0403_E700,ELSTER UNICOM III OPTICAL PROBE
0403_E729,SEGWAY ROBOTIC MOBILITY PLATFORMS 200
0403_E888,EXPERT ISDN CONTROL USB
0403_E889,USB-RS232 OPTOBRIDGE
0403_E88A,EXPERT MOUSECLOCK USB II
0403_E88B,PRECISION CLOCK MSF USB
0403_E88C,EXPERT MOUSECLOCK USB II HBG
0403_E8D8,AARONIA AG SPECTRAN SPECTRUM ANALYZER
0403_E8DC,AARONIA AG UBBV PREAMPLIFIER
0403_EA90,ECLO 1-WIRE ADAPTER
0403_ECD9,MICONTROL MICAN-STICK
0403_ED71,HAMEG HO870 SERIAL PORT
0403_ED72,HAMEG HO720 SERIAL PORT
0403_ED73,HAMEG HO730 SERIAL PORT
0403_ED74,HAMEG HO820 SERIAL PORT
0403_EEA2,PCSTAGE LITE 32 CHANNEL DMX512 INTERFACE
0403_EF10,FT1245BL
0403_F070,SERIAL CONVERTER 422/485 [VARDAAN VEUSB422R3]
0403_F0C8,SPROG DECODER PROGRAMMER
0403_F0C9,SPROG-DCC CAN-USB
0403_F0E9,TAGSYS L-P101
0403_F0EE,TAGSYS MEDIO P200X
0403_F1A0,ASIX PRESTO PROGRAMMER
0403_F208,PAPENMEIER BRAILLE-DISPLAY
0403_F3C0,4N-GALAXY SERIAL CONVERTER
0403_F458,ABACUS ELECTRICS OPTICAL PROBE
0403_F608,CTI USB-485-MINI
0403_F60B,CTI USB-NANO-485
0403_F680,SUUNTO SPORTS INSTRUMENT
0403_F758,GW INSTEK GDS-8X0 OSCILLOSCOPE
0403_F7C0,ZEITCONTROL CARDSYSTEMS TAGTRACER MIFARE
0403_F850,USB-UIRT (UNIVERSAL INFRARED RECEIVER+TRANSMITTER)
0403_F918,ANT8 LOGIC PROBE
0403_F9D9,WETTEREMPFANGER 147.3KHZ
0403_FA00,MATRIX ORBITAL USB SERIAL
0403_FA01,MATRIX ORBITAL MX2 OR MX3
0403_FA02,MATRIX ORBITAL MX4 OR MX5
0403_FA03,MATRIX ORBITAL VK/LK202 FAMILY
0403_FA04,MATRIX ORBITAL VK/LK204 FAMILY
0403_FA20,ROSS-TECH HEX-USB
0403_FC08,CRYSTALFONTZ CFA-632 USB LCD
0403_FC09,CRYSTALFONTZ CFA-634 USB LCD
0403_FC0B,CRYSTALFONTZ CFA-633 USB LCD
0403_FC0C,CRYSTALFONTZ CFA-631 USB LCD
0403_FC0D,CRYSTALFONTZ CFA-635 USB LCD
0403_FC0E,CRYSTALFONTZ CFA-533
0403_FC82,SEMC DSS-20/DSS-25 SYNCSTATION
0403_FD48,SHIPMODUL MINIPLEX-4XUSB NMEA MULTIPLEXER
0403_FD49,SHIPMODUL MINIPLEX-4XUSB-AIS NMEA MULTIPLEXER
0403_FD4B,SHIPMODUL MINIPLEX NMEA MULTIPLEXER
0403_FF08,TOOLHOUSE LOOPBACK ADAPTER
0403_FF18,SCIENCESCOPE LOGBOOK ML
0403_FF19,LOGBOOK BUS
0403_FF1A,LOGBOOK BUS
0403_FF1B,LOGBOOK BUS
0403_FF1C,SCIENCESCOPE LOGBOOK LS
0403_FF1D,SCIENCESCOPE LOGBOOK HS
0403_FF1E,LOGBOOK BUS
0403_FF1F,LOGBOOK BUS
0404,NCR CORP.
0404_0202,78XX SCANNER
0404_0203,78XX SCANNER - EMBEDDED SYSTEM
0404_0310,K590 PRINTER SELF-SERVICE
0404_0311,7167 PRINTER RECEIPT/SLIP
0404_0312,7197 PRINTER RECEIPT
0404_0320,5932-USB KEYBOARD
0404_0321,5953-USB DYNAKEY
0404_0322,5932-USB ENHANCED KEYBOARD
0404_0323,5932-USB ENHANCED KEYBOARD FLASH-RECOVERY/DOWNLOAD
0404_0324,5953-USB ENHANCED DYNAKEY
0404_0325,5953-USB ENHANCED DYNAKEY FLASH-RECOVERY/DOWNLOAD
0404_0328,K016: USB-MSR ISO 3-TRACK MSR: POS STANDARD (SEE HID PAGES)
0404_0329,K018: USB-MSR JIS 2-TRACK MSR: POS STANDARD
0404_032A,K016: USB-MSR ISO 3-TRACK MSR: HID KEYBOARD MODE
0404_032B,K016/K018: USB-MSR FLASH-RECOVERY/DOWNLOAD
0405,SYNOPSYS INC.
0406,FUJITSU-ICL COMPUTERS
0407,FUJITSU PERSONAL SYSTEMS INC.
0408,QUANTA COMPUTER INC.
0408_0103,FV TOUCHCAM N1 (AUDIO)
0408_030C,HP WEBCAM
0408_03B2,HP WEBCAM
0408_03F4,HP WEBCAM
0408_1030,FV TOUCHCAM N1 (VIDEO)
0408_3000,OPTICAL DUAL-TOUCH PANEL
0408_3001,OPTICAL TOUCH SCREEN
0408_3008,OPTICAL TOUCH SCREEN
0408_A060,HD WEBCAM
0409,NEC CORP.
0409_0011,PC98 SERIES LAYOUT KEYBOARD MOUSE
0409_0012,ATERM IT75DSU ISDN TA
0409_0014,JAPANESE KEYBOARD
0409_0019,109 JAPANESE KEYBOARD WITH BUS-POWERED HUB
0409_001A,PC98 SERIES LAYOUT KEYBOARD WITH BUS-POWERED HUB
0409_0025,MINI KEYBOARD WITH BUS-POWERED HUB
0409_0027,MULTISYNC MONITOR
0409_002C,CLIK!-USB DRIVE
0409_0034,109 JAPANESE KEYBOARD WITH ONE-TOUCH START BUTTONS
0409_003F,WIRELESS KEYBOARD WITH ONE-TOUCH START BUTTONS
0409_0040,FLOPPY
0409_004E,SUPERSCRIPT 1400 SERIES
0409_004F,WIRELESS KEYBOARD WITH ONE-TOUCH START BUTTONS
0409_0050,7-PORT HUB
0409_0058,HIGHSPEED HUB
0409_0059,HIGHSPEED HUB
0409_005A,HIGHSPEED HUB
0409_006A,CONCEPTRONIC USB HARDDISK BOX
0409_007D,MINICUBE2
0409_007E,PG-FP5 FLASH MEMORY PROGRAMMER
0409_0081,SUPERSCRIPT 1400 SERIES
0409_0082,SUPERSCRIPT 1400 SERIES
0409_0094,JAPANESE KEYBOARD WITH ONE-TOUCH START BUTTONS
0409_0095,JAPANESE KEYBOARD
0409_00A9,ATERMIT21L 128K SUPPORT STANDARD
0409_00AA,ATERMITX72 128K SUPPORT STANDARD
0409_00AB,ATERMITX62 128K SUPPORT STANDARD
0409_00AC,ATERMIT42 128K SUPPORT STANDARD
0409_00AE,INSMATEV70G-MAX STANDARD
0409_00AF,ATERMITX70 128K SUPPORT STANDARD
0409_00B0,ATERMITX80 128K SUPPORT STANDARD
0409_00B2,ATERMITX80D 128K SUPPORT STANDARD
0409_00C0,WIRELESS REMOCON
0409_00F7,SMART DISPLAY PK-SD10
0409_011D,E228 MOBILE PHONE
0409_0193,RVT-R WRITER
0409_0203,HID AUDIO CONTROLS
0409_021D,ATERM WL54SU2 802.11G WIRELESS ADAPTER [ATHEROS AR5523]
0409_0248,ATERM PA-WL54GU
0409_0249,ATERM WL300NU-G
0409_02B4,ATERM WL300NU-AG
0409_02B6,ATERM WL300NU-GS 802.11N WIRELESS ADAPTER
0409_02BC,COMPUTER MONITOR
0409_0300,LIFETOUCH NOTE
0409_0301,LIFETOUCH NOTE (DEBUG MODE)
0409_55AA,HUB
0409_55AB,HUB [IMAC/ITOUCH KBD]
0409_8010,INTELLIBASE HUB
0409_8011,INTELLIBASE HUB
0409_EFBE,P!CTY 900 [HP DJ]
0409_F0BE,P!CTY 920 [HP DJ 812C]
040A,KODAK CO.
040A_0001,DVC-323
040A_0002,DVC-325
040A_0100,DC-220
040A_0110,DC-260
040A_0111,DC-265
040A_0112,DC-290
040A_0120,DC-240
040A_0121,DC-240 (PTP FIRMWARE)
040A_0130,DC-280
040A_0131,DC-5000
040A_0132,DC-3400
040A_0140,DC-4800
040A_0160,DC4800
040A_0170,DX3900
040A_0200,DIGITAL CAMERA
040A_0300,EZ-200
040A_0400,MC3
040A_0402,DIGITAL CAMERA
040A_0403,Z7590
040A_0500,DX3500
040A_0510,DX3600
040A_0525,DX3215
040A_0530,DX3700
040A_0535,EASYSHARE CX4230 CAMERA
040A_0540,LS420
040A_0550,DX4900
040A_0555,DX4330
040A_0560,CX4200
040A_0565,CX4210
040A_0566,CX4300
040A_0567,LS753
040A_0568,LS443
040A_0569,LS663
040A_0570,DX6340
040A_0571,CX6330
040A_0572,DX6440
040A_0573,CX6230
040A_0574,CX6200
040A_0575,DX6490
040A_0576,DX4530
040A_0577,DX7630
040A_0578,CX7300/CX7310
040A_0579,CX7220
040A_057A,CX7330
040A_057B,CX7430
040A_057C,CX7530
040A_057D,DX7440
040A_057E,C300
040A_057F,DX7590
040A_0580,Z730
040A_0581,DIGITAL CAMERA
040A_0582,DIGITAL CAMERA
040A_0583,DIGITAL CAMERA
040A_0584,CX6445
040A_0585,DIGITAL CAMERA
040A_0586,CX7525
040A_0587,DIGITAL CAMERA
040A_0588,DIGITAL CAMERA
040A_0589,EASYSHARE C360
040A_058A,C310
040A_058B,DIGITAL CAMERA
040A_058C,C330
040A_058D,C340
040A_058E,V530
040A_058F,V550
040A_0590,DIGITAL CAMERA
040A_0591,DIGITAL CAMERA
040A_0592,DIGITAL CAMERA
040A_0593,DIGITAL CAMERA
040A_0594,DIGITAL CAMERA
040A_0595,DIGITAL CAMERA
040A_0596,DIGITAL CAMERA
040A_0597,DIGITAL CAMERA
040A_0598,EASYSHARE M1033 DIGITAL CAMERA
040A_0599,DIGITAL CAMERA
040A_059A,DIGITAL CAMERA
040A_059B,DIGITAL CAMERA
040A_059C,DIGITAL CAMERA
040A_059D,DIGITAL CAMERA
040A_059E,DIGITAL CAMERA
040A_059F,DIGITAL CAMERA
040A_05A0,DIGITAL CAMERA
040A_05A1,DIGITAL CAMERA
040A_05A2,DIGITAL CAMERA
040A_05A3,DIGITAL CAMERA
040A_05A4,DIGITAL CAMERA
040A_05A5,DIGITAL CAMERA
040A_05A6,DIGITAL CAMERA
040A_05A7,DIGITAL CAMERA
040A_05A8,DIGITAL CAMERA
040A_05A9,DIGITAL CAMERA
040A_05AA,DIGITAL CAMERA
040A_05AB,DIGITAL CAMERA
040A_05AC,DIGITAL CAMERA
040A_05AD,DIGITAL CAMERA
040A_05AE,DIGITAL CAMERA
040A_05AF,DIGITAL CAMERA
040A_05B0,DIGITAL CAMERA
040A_05B1,DIGITAL CAMERA
040A_05B2,DIGITAL CAMERA
040A_05B3,EASYSHARE Z710 CAMERA
040A_05B4,DIGITAL CAMERA
040A_05B5,DIGITAL CAMERA
040A_05B6,DIGITAL CAMERA
040A_05B7,DIGITAL CAMERA
040A_05B8,DIGITAL CAMERA
040A_05B9,DIGITAL CAMERA
040A_05BA,DIGITAL CAMERA
040A_05BB,DIGITAL CAMERA
040A_05BC,DIGITAL CAMERA
040A_05BD,DIGITAL CAMERA
040A_05BE,DIGITAL CAMERA
040A_05BF,DIGITAL CAMERA
040A_05C0,DIGITAL CAMERA
040A_05C1,DIGITAL CAMERA
040A_05C2,DIGITAL CAMERA
040A_05C3,DIGITAL CAMERA
040A_05C4,DIGITAL CAMERA
040A_05C5,DIGITAL CAMERA
040A_05C8,EASYSHARE Z1485 IS DIGITAL CAMERA
040A_05D3,EASYSHARE M320 CAMERA
040A_05D4,EASYSHARE C180 DIGITAL CAMERA
040A_1001,EASYSHARE SV811 DIGITAL PICTURE FRAME
040A_4000,INKJET COLOR PRINTER
040A_4021,PHOTO PRINTER 6800
040A_4022,1400 DIGITAL PHOTO PRINTER
040A_4023,PHOTO PRINTER 8800 / 9810
040A_402B,PHOTO PRINTER 6850
040A_402E,605 PHOTO PRINTER
040A_4034,805 PHOTO PRINTER
040A_4035,7000 PHOTO PRINTER
040A_4037,7010 PHOTO PRINTER
040A_4038,7015 PHOTO PRINTER
040A_404D,8810 PHOTO PRINTER
040A_404F,305 PHOTO PRINTER
040A_4056,ESP 7200 SERIES AIO
040A_4109,EASYSHARE PRINTER DOCK SERIES 3
040A_410D,EASYSHARE G600 PRINTER DOCK
040A_5010,WIRELESS ADAPTER
040A_5012,DBT-220 BLUETOOTH ADAPTER
040A_6001,I30
040A_6002,I40
040A_6003,I50
040A_6004,I60
040A_6005,I80
040A_6029,I900
040A_602A,I900
040B,WELTREND SEMICONDUCTOR
040B_0A68,FUNC MS-3 GAMING MOUSE [WT6573F MCU]
040B_2000,WIRED KEYBOARD [DYNEX DX-WRK1401]
040B_2367,HUMAN INTERFACE DEVICE [HP CALCPAD 200 CALCULATOR AND NUMERIC KEYPAD]
040B_6510,WELTREND BAR CODE READER
040B_6520,XPLODER XBOX MEMORY UNIT (8MB)
040B_6533,SPEED-LINK COMPETITION PRO
040B_6543,MANHATTAN MAGNETIC CARD STRIP READER
040C,VTECH COMPUTERS LTD
040D,VIA TECHNOLOGIES INC.
040D_3184,VNT VT6656 USB-802.11 WIRELESS LAN ADAPTER
040D_340B,FX-AUDIO DAC-X6
040D_340F,AUDINST HUD-MX2
040D_6204,VECTRO VT6204 IDE BRIDGE
040D_6205,USB 2.0 CARD READER
040E,MCCI
040F,ECHO SPEECH CORP.
0411,BUFFALO INC. (FORMERLY MELCO. INC.)
0411_0001,LUA-TX ETHERNET [PEGASUS]
0411_0005,LUA-TX ETHERNET
0411_0006,WLI-USB-L11 WIRELESS LAN ADAPTER
0411_0009,LUA2-TX ETHERNET
0411_000B,WLI-USB-L11G-WR WIRELESS LAN ADAPTER
0411_000D,WLI-USB-L11G WIRELESS LAN ADAPTER
0411_0012,LUA-KTX ETHERNET
0411_0013,USB2-IDE ADAPTER
0411_0016,WLI-USB-S11 802.11B ADAPTER
0411_0018,USB2-IDE ADAPTER
0411_001C,USB-IDE BRIDGE: DUB-PXXG
0411_0027,WLI-USB-KS11G 802.11B ADAPTER
0411_002A,SMSC USB97C202 "HD-HB300V2-EU"
0411_003D,LUA-U2-KTX ETHERNET
0411_0044,WLI-USB-KB11 WIRELESS LAN ADAPTER
0411_004B,WLI-USB-G54 802.11G ADAPTER [BROADCOM 4320 USB]
0411_004D,WLI-USB-B11 WIRELESS LAN ADAPTER
0411_0050,WLI2-USB2-G54 WIRELESS LAN ADAPTER
0411_005E,WLI-U2-KG54-YB WLAN
0411_0065,PYTHON2 WDM ENCODER
0411_0066,WLI-U2-KG54 WLAN
0411_0067,WLI-U2-KG54-AI WLAN
0411_006E,LUA-U2-GT 10/100/1000 ETHERNET ADAPTER
0411_0089,RUF-C/U2 FLASH DRIVE
0411_008B,NINTENDO WI-FI
0411_0091,WLI-U2-KAMG54 WIRELESS LAN ADAPTER
0411_0092,WLI-U2-KAMG54 BOOTLOADER
0411_0097,WLI-U2-KG54-BB
0411_00A9,WLI-U2-AMG54HP WIRELESS LAN ADAPTER
0411_00AA,WLI-U2-AMG54HP BOOTLOADER
0411_00B3,PC-OP-RS1 REMOTESTATION
0411_00BC,WLI-U2-KG125S 802.11G ADAPTER [BROADCOM 4320 USB]
0411_00CA,802.11N NETWORK ADAPTER
0411_00CB,WLI-U2-G300N 802.11N ADAPTER
0411_00D8,WLI-U2-SG54HP
0411_00D9,WLI-U2-G54HP
0411_00DA,WLI-U2-KG54L 802.11BG [ZYDAS ZD1211B]
0411_00DB,EXTERNAL HARD DRIVE HD-PF32OU2 [BUFFALO MINISTATION]
